permit_id,issued_date,property_type,sqft,est_annual_kwh,permit_class
2020-135431 BP,2020-09-14,commercial_other,240,3557,Commercial
2020-135429 BP,2020-09-14,commercial_other,575,8521,Commercial
2020-137330 BP,2020-09-14,adu_accessory,1630,14572,Residential
2020-140116 BP,2020-09-14,warehouse_industrial,18022,166569,Commercial
2020-138814 BP,2020-09-14,adu_accessory,1541,13777,Residential
2020-140908 BP,2020-09-14,single_family,3239,20989,Residential
2020-135425 BP,2020-09-14,multifamily,49636,838884,Commercial
2020-125155 BP,2020-09-11,adu_accessory,2093,18711,Residential
2020-138484 BP,2020-09-11,adu_accessory,1660,14840,Residential
2020-139289 BP,2020-09-11,single_family,2411,15623,Residential
2020-138395 BP,2020-09-11,single_family,3555,23036,Residential
2020-138153 BP,2020-09-11,single_family,3811,24695,Residential
2020-139790 BP,2020-09-11,single_family,2749,17814,Residential
2020-134152 BP,2020-09-10,single_family,3410,22097,Residential
2020-136133 BP,2020-09-10,single_family,2910,18857,Residential
2020-135322 BP,2020-09-10,adu_accessory,1496,13374,Residential
2020-135306 BP,2020-09-10,single_family,2446,15850,Residential
2020-138093 BP,2020-09-10,single_family,3676,23820,Residential
2020-138247 BP,2020-09-10,single_family,2767,17930,Residential
2020-136340 BP,2020-09-10,single_family,1886,12221,Residential
2020-121557 BP,2020-09-10,retail,9625,184883,Commercial
2020-121363 BP,2020-09-10,single_family,2865,18565,Residential
2020-127543 BP,2020-09-10,single_family,2351,15234,Residential
2020-136932 BP,2020-09-10,single_family,2860,18533,Residential
2020-136893 BP,2020-09-10,single_family,2191,14198,Residential
2020-136933 BP,2020-09-10,adu_accessory,1528,13660,Residential
2020-135321 BP,2020-09-10,single_family,2646,17146,Residential
2020-124022 BP,2020-09-10,single_family,2718,17613,Residential
2020-121382 BP,2020-09-10,single_family,2999,19434,Residential
2020-125638 BP,2020-09-10,single_family,2325,15066,Residential
2020-138304 BP,2020-09-09,single_family,2650,17172,Residential
2020-115274 BP,2020-09-09,single_family,4376,28356,Residential
2020-127248 BP,2020-09-09,single_family,5707,36981,Residential
2020-115275 BP,2020-09-09,adu_accessory,367,3281,Residential
2020-122402 BP,2020-09-08,single_family,2674,17328,Residential
2020-096081 BP,2020-09-08,single_family,1561,10115,Residential
2020-096039 BP,2020-09-08,single_family,2114,13699,Residential
2020-122391 BP,2020-09-08,single_family,2865,18565,Residential
2020-122417 BP,2020-09-08,single_family,2191,14198,Residential
2020-124995 BP,2020-09-04,single_family,2414,15643,Residential
2020-136635 BP,2020-09-04,single_family,4796,31078,Residential
2020-135460 BP,2020-09-04,single_family,2078,13465,Residential
2020-136146 BP,2020-09-04,adu_accessory,1625,14528,Residential
2020-136926 BP,2020-09-04,single_family,2267,14690,Residential
2020-134878 BP,2020-09-04,single_family,2535,16427,Residential
2020-136842 BP,2020-09-04,commercial_other,5176,76706,Commercial
2020-135634 BP,2020-09-04,single_family,4555,29516,Residential
2020-124635 BP,2020-09-04,adu_accessory,1297,11595,Residential
2020-136916 BP,2020-09-04,single_family,2524,16356,Residential
2020-134758 BP,2020-09-04,single_family,5091,32990,Residential
2020-134874 BP,2020-09-04,single_family,1919,12435,Residential
2020-170358 BP,2020-11-09,single_family,2111,13679,Residential
2020-170740 BP,2020-11-09,single_family,2744,17781,Residential
2020-170787 BP,2020-11-09,single_family,2323,15053,Residential
2020-167442 BP,2020-11-09,adu_accessory,374,3344,Residential
2020-162045 BP,2020-11-09,multifamily,4520,76391,Residential
2020-167851 BP,2020-11-09,single_family,2070,13414,Residential
2020-169025 BP,2020-11-09,warehouse_industrial,2475,22875,Commercial
2020-167509 BP,2020-11-09,single_family,2821,18280,Residential
2020-166481 BP,2020-11-09,single_family,2047,13265,Residential
2020-169608 BP,2020-11-09,single_family,2434,15772,Residential
2020-168296 BP,2020-11-09,adu_accessory,1099,9825,Residential
2020-154272 BP,2020-11-09,single_family,2702,17509,Residential
2020-170788 BP,2020-11-09,single_family,2660,17237,Residential
2020-158650 BP,2020-11-09,single_family,3610,23393,Residential
2020-163925 BP,2020-11-09,retail,348452,6693286,Commercial
2020-169705 BP,2020-11-06,single_family,2589,16777,Residential
2020-169932 BP,2020-11-06,single_family,2860,18533,Residential
2020-168866 BP,2020-11-06,multifamily,236716,4000669,Commercial
2020-168867 BP,2020-11-06,parking_garage,159785,207721,Commercial
2020-169698 BP,2020-11-06,single_family,3818,24741,Residential
2020-169977 BP,2020-11-06,single_family,2668,17289,Residential
2020-169768 BP,2020-11-06,single_family,2678,17353,Residential
2020-169606 BP,2020-11-06,single_family,3042,19712,Residential
2020-169750 BP,2020-11-06,single_family,2397,15533,Residential
2020-169118 BP,2020-11-05,single_family,3409,22090,Residential
2020-168033 BP,2020-11-05,single_family,2670,17302,Residential
2020-169020 BP,2020-11-05,single_family,4000,25920,Residential
2020-164616 BP,2020-11-05,multifamily,6706,113336,Residential
2020-169018 BP,2020-11-05,single_family,3701,23982,Residential
2020-122127 BP,2020-11-05,adu_accessory,1451,12972,Residential
2020-168120 BP,2020-11-05,single_family,2676,17340,Residential
2020-169111 BP,2020-11-05,single_family,4008,25972,Residential
2020-169084 BP,2020-11-05,single_family,4234,27436,Residential
2020-162512 BP,2020-11-05,single_family,2544,16485,Residential
2020-166159 BP,2020-11-05,single_family,2303,14923,Residential
2020-122126 BP,2020-11-05,single_family,2849,18462,Residential
2020-167987 BP,2020-11-05,single_family,2221,14392,Residential
2020-169130 BP,2020-11-05,single_family,3623,23477,Residential
2020-169146 BP,2020-11-05,single_family,4234,27436,Residential
2020-167972 BP,2020-11-05,single_family,2544,16485,Residential
2020-169138 BP,2020-11-05,single_family,3499,22674,Residential
2020-162257 BP,2020-11-04,hospitality,147910,1936178,Commercial
2020-166157 BP,2020-11-04,single_family,2025,13122,Residential
2020-166196 BP,2020-11-04,single_family,3528,22861,Residential
2020-166071 BP,2020-11-04,single_family,2534,16420,Residential
2020-168424 BP,2020-11-04,single_family,2611,16919,Residential
2020-167591 BP,2020-11-04,single_family,2221,14392,Residential
2020-167486 BP,2020-11-04,single_family,2326,15072,Residential
2020-168372 BP,2020-11-04,single_family,2722,17639,Residential
2020-152017 BP,2020-11-04,single_family,4956,32115,Residential
2020-166000 BP,2020-11-03,single_family,2064,13375,Residential
2020-160892 BP,2020-11-03,single_family,4323,28013,Residential
2020-163361 BP,2020-11-03,single_family,3132,20295,Residential
2020-165686 BP,2020-11-03,single_family,2388,15474,Residential
2020-056031 BP,2020-11-03,single_family,3219,20859,Residential
2020-165517 BP,2020-11-03,single_family,1601,10374,Residential
2020-165518 BP,2020-11-03,single_family,1561,10115,Residential
2020-165520 BP,2020-11-03,single_family,1878,12169,Residential
2020-167679 BP,2020-11-03,single_family,2851,18474,Residential
2020-165858 BP,2020-11-03,adu_accessory,444,3969,Residential
2020-165519 BP,2020-11-03,single_family,1566,10148,Residential
2020-165516 BP,2020-11-03,single_family,2294,14865,Residential
2020-166128 BP,2020-11-03,single_family,2522,16343,Residential
2020-162075 BP,2020-11-03,single_family,3167,20522,Residential
2020-165279 BP,2020-11-03,single_family,1876,12156,Residential
2020-166194 BP,2020-11-03,single_family,2025,13122,Residential
2020-167429 BP,2020-11-02,single_family,2589,16777,Residential
2020-159113 BP,2020-11-02,single_family,2346,15202,Residential
2020-165875 BP,2020-11-02,single_family,2706,17535,Residential
2020-165225 BP,2020-11-02,single_family,1876,12156,Residential
2020-162752 BP,2020-11-02,single_family,2682,17379,Residential
2020-139916 BP,2020-11-02,adu_accessory,1679,15010,Residential
2020-166297 BP,2020-11-02,single_family,2053,13303,Residential
2020-167449 BP,2020-11-02,single_family,2589,16777,Residential
2020-166463 BP,2020-11-02,single_family,1876,12156,Residential
2020-139915 BP,2020-11-02,single_family,3191,20678,Residential
2020-165832 BP,2020-11-02,single_family,4151,26898,Residential
2020-165152 BP,2020-11-02,single_family,2034,13180,Residential
2020-167403 BP,2020-11-02,single_family,2589,16777,Residential
2020-165698 BP,2020-11-02,single_family,2421,15688,Residential
2020-165437 BP,2020-11-02,single_family,2706,17535,Residential
2020-164774 BP,2020-11-02,single_family,1892,12260,Residential
2020-162808 BP,2020-11-02,single_family,2246,14554,Residential
2020-159904 BP,2020-11-02,adu_accessory,1236,11050,Residential
2020-162753 BP,2020-11-02,adu_accessory,1143,10218,Residential
2020-136413 BP,2020-11-02,single_family,2629,17036,Residential
2020-159111 BP,2020-11-02,single_family,1980,12830,Residential
2020-165761 BP,2020-11-02,single_family,3332,21591,Residential
2020-162823 BP,2020-11-02,single_family,2188,14178,Residential
2020-165433 BP,2020-11-02,single_family,3058,19816,Residential
2020-159110 BP,2020-11-02,single_family,1980,12830,Residential
2020-166352 BP,2020-11-02,single_family,2053,13303,Residential
2020-163399 BP,2020-11-02,single_family,2421,15688,Residential
2020-167436 BP,2020-11-02,single_family,2678,17353,Residential
2020-159112 BP,2020-11-02,single_family,1971,12772,Residential
2020-159148 BP,2020-11-02,single_family,1962,12714,Residential
2020-166325 BP,2020-11-02,adu_accessory,1576,14089,Residential
2020-165162 BP,2020-11-02,single_family,1892,12260,Residential
2020-163386 BP,2020-11-02,single_family,2255,14612,Residential
2020-164815 BP,2020-11-02,single_family,1923,12461,Residential
2020-164829 BP,2020-11-02,single_family,2526,16368,Residential
2020-166209 BP,2020-10-30,single_family,2267,14690,Residential
2020-165542 BP,2020-10-30,multifamily,5080,85856,Residential
2020-165473 BP,2020-10-30,single_family,2353,15247,Residential
2020-160980 BP,2020-10-30,commercial_other,2008,29758,Commercial
2020-162530 BP,2020-10-30,single_family,2388,15474,Residential
2020-166223 BP,2020-10-30,single_family,2477,16051,Residential
2020-166216 BP,2020-10-30,single_family,2577,16699,Residential
2020-164962 BP,2020-10-30,single_family,2390,15487,Residential
2020-166175 BP,2020-10-30,single_family,2577,16699,Residential
2020-166393 BP,2020-10-30,single_family,2864,18559,Residential
2020-166411 BP,2020-10-30,single_family,2044,13245,Residential
2020-166285 BP,2020-10-30,single_family,4905,31784,Residential
2020-166185 BP,2020-10-30,single_family,2761,17891,Residential
2020-163380 BP,2020-10-30,single_family,2188,14178,Residential
2020-166250 BP,2020-10-30,single_family,2583,16738,Residential
2020-166179 BP,2020-10-30,single_family,2959,19174,Residential
2020-165336 BP,2020-10-30,single_family,1728,11197,Residential
2020-166324 BP,2020-10-30,single_family,2053,13303,Residential
2020-166169 BP,2020-10-30,single_family,2493,16155,Residential
2020-166380 BP,2020-10-30,single_family,1844,11949,Residential
2020-153052 BP,2020-10-30,adu_accessory,1397,12489,Residential
2020-166369 BP,2020-10-30,single_family,2761,17891,Residential
2020-163387 BP,2020-10-30,single_family,2000,12960,Residential
2020-166182 BP,2020-10-30,single_family,2963,19200,Residential
2020-166192 BP,2020-10-30,single_family,2396,15526,Residential
2020-165115 BP,2020-10-30,single_family,2022,13103,Residential
2020-163382 BP,2020-10-30,single_family,2423,15701,Residential
2020-165180 BP,2020-10-30,single_family,2022,13103,Residential
2020-166233 BP,2020-10-30,single_family,2578,16705,Residential
2020-166298 BP,2020-10-30,adu_accessory,1576,14089,Residential
2020-166173 BP,2020-10-30,single_family,2577,16699,Residential
2020-161789 BP,2020-10-30,single_family,2188,14178,Residential
2020-166204 BP,2020-10-30,single_family,2089,13537,Residential
2020-163999 BP,2020-10-30,single_family,2868,18585,Residential
2020-166400 BP,2020-10-30,single_family,2044,13245,Residential
2020-164724 BP,2020-10-30,single_family,2711,17567,Residential
2020-073373 BP,2020-10-30,single_family,4623,29957,Residential
2020-153051 BP,2020-10-30,single_family,1775,11502,Residential
2020-166353 BP,2020-10-30,adu_accessory,1576,14089,Residential
2020-165049 BP,2020-10-30,single_family,2022,13103,Residential
2020-166176 BP,2020-10-30,single_family,3004,19466,Residential
2020-164325 BP,2020-10-30,single_family,2670,17302,Residential
2020-166213 BP,2020-10-30,single_family,2583,16738,Residential
2020-153983 BP,2020-10-29,single_family,3689,23905,Residential
2020-163931 BP,2020-10-29,single_family,2362,15306,Residential
2020-161823 BP,2020-10-29,single_family,1923,12461,Residential
2020-163923 BP,2020-10-29,single_family,2544,16485,Residential
2020-161767 BP,2020-10-29,single_family,2246,14554,Residential
2020-163971 BP,2020-10-29,single_family,3634,23548,Residential
2020-163849 BP,2020-10-29,single_family,2712,17574,Residential
2020-164723 BP,2020-10-29,single_family,2921,18928,Residential
2020-163396 BP,2020-10-29,single_family,2246,14554,Residential
2020-163390 BP,2020-10-29,single_family,2423,15701,Residential
2020-127261 BP,2020-10-29,single_family,2348,15215,Residential
2020-165281 BP,2020-10-29,single_family,1696,10990,Residential
2020-157948 BP,2020-10-29,single_family,5304,34370,Residential
2020-162790 BP,2020-10-29,single_family,1923,12461,Residential
2020-163975 BP,2020-10-29,single_family,4196,27190,Residential
2020-153984 BP,2020-10-29,adu_accessory,1100,9834,Residential
2020-165937 BP,2020-10-29,single_family,2505,16232,Residential
2020-165565 BP,2020-10-29,single_family,3184,20632,Residential
2020-163891 BP,2020-10-29,single_family,2676,17340,Residential
2020-165564 BP,2020-10-29,single_family,3180,20606,Residential
2020-163383 BP,2020-10-29,single_family,1923,12461,Residential
2020-162783 BP,2020-10-29,single_family,2000,12960,Residential
2020-165443 BP,2020-10-29,single_family,2912,18870,Residential
2020-165926 BP,2020-10-29,single_family,4861,31499,Residential
2020-163910 BP,2020-10-29,single_family,2362,15306,Residential
2020-164648 BP,2020-10-29,single_family,2868,18585,Residential
2020-161846 BP,2020-10-29,single_family,2255,14612,Residential
2020-164960 BP,2020-10-29,single_family,2711,17567,Residential
2020-161798 BP,2020-10-29,single_family,2000,12960,Residential
2020-159672 BP,2020-10-29,single_family,2611,16919,Residential
2020-164903 BP,2020-10-28,single_family,1907,12357,Residential
2020-163480 BP,2020-10-28,single_family,2353,15247,Residential
2020-163473 BP,2020-10-28,single_family,1692,10964,Residential
2020-159756 BP,2020-10-28,single_family,2052,13297,Residential
2020-161950 BP,2020-10-28,single_family,1692,10964,Residential
2020-164907 BP,2020-10-28,single_family,2689,17425,Residential
2020-164963 BP,2020-10-28,single_family,2674,17328,Residential
2020-164920 BP,2020-10-28,single_family,2565,16621,Residential
2020-164927 BP,2020-10-28,single_family,2588,16770,Residential
2020-159708 BP,2020-10-28,single_family,1866,12092,Residential
2020-164934 BP,2020-10-28,single_family,2408,15604,Residential
2020-164996 BP,2020-10-28,single_family,2722,17639,Residential
2020-159782 BP,2020-10-28,single_family,2052,13297,Residential
2020-164955 BP,2020-10-28,single_family,3227,20911,Residential
2020-164936 BP,2020-10-28,single_family,3793,24579,Residential
2020-163899 BP,2020-10-28,single_family,3787,24540,Residential
2020-163475 BP,2020-10-28,single_family,1440,9331,Residential
2020-160378 BP,2020-10-28,single_family,2368,15345,Residential
2020-164933 BP,2020-10-28,single_family,2722,17639,Residential
2020-164975 BP,2020-10-28,single_family,2397,15533,Residential
2020-163477 BP,2020-10-28,single_family,2052,13297,Residential
2020-160381 BP,2020-10-28,single_family,2052,13297,Residential
2020-163466 BP,2020-10-28,single_family,2353,15247,Residential
